Postcode,Latitude,Longitude
DD2 1NN,56.457453,-3.009719
DD2 1NP,56.457232,-3.009226
DD2 1NQ,56.457543,-3.010812
DD2 1NR,56.457624,-3.011865
DD2 1NS,56.45797,-3.01017
DD2 1NT,56.458035,-3.012155
DD2 1NU,56.458492,-3.01119
DD2 1NW,56.458481,-3.012569
DD2 1NX,56.458553,-3.010303
DD2 1NY,56.459422,-3.010696
DD2 1NZ,56.459722,-3.011308
DD2 1PA,56.460105,-3.011769
DD2 1PB,56.458819,-3.013033
DD2 1PD,56.459241,-3.015218
DD2 1PE,56.458618,-3.016633
DD2 1PF,56.459078,-3.017551
DD2 1PG,56.457628,-3.024554
DD2 1PH,56.458095,-3.01905
DD2 1PJ,56.456813,-3.01762
DD2 1PL,56.456462,-3.024267
DD2 1PN,56.457579,-3.02504
DD2 1PP,56.457862,-3.025615
DD2 1PQ,56.457445,-3.015041
DD2 1PR,56.458319,-3.027919
DD2 1PS,56.458387,-3.031666
DD2 1PT,56.458578,-3.034543
DD2 1PU,56.458407,-3.036811
DD2 1PW,56.458053,-3.031787
DD2 1PX,56.457058,-3.030462
DD2 1PY,56.457498,-3.031561
DD2 1PZ,56.457546,-3.034386
DD2 1QA,56.458037,-3.039059
DD2 1QB,56.458861,-3.042584
DD2 1QD,56.459369,-3.029129
DD2 1QE,56.457572,-3.036642
DD2 1QF,56.455759,-3.024601
DD2 1QG,56.460449,-3.024517
DD2 1QH,56.456213,-3.0251
DD2 1QJ,56.455263,-3.023679
DD2 1QL,56.460017,-3.0247
DD2 1QN,56.461178,-3.02874
DD2 1QP,56.460902,-3.029543
DD2 1QQ,56.459099,-3.027012
DD2 1QR,56.461146,-3.027184
DD2 1QS,56.461443,-3.02826
DD2 1QT,56.4623,-3.027796
DD2 1QU,56.461936,-3.027316
DD2 1QW,56.461815,-3.026696
DD2 1QX,56.462836,-3.027113
DD2 1QY,56.461537,-3.025487
DD2 1QZ,56.462063,-3.024998
DD2 1RA,56.461099,-3.026303
DD2 1RB,56.460126,-3.029961
DD2 1RD,56.458716,-3.029825
DD2 1RE,56.460217,-3.030888
DD2 1RF,56.45935,-3.031416
DD2 1RG,56.460389,-2.995435
DD2 1RH,56.459005,-3.031861
DD2 1RJ,56.458952,-3.035024
DD2 1RL,56.458836,-3.033739
DD2 1RN,56.460766,-2.99884
DD2 1RP,56.458692,-3.031723
DD2 1RQ,56.460763,-2.995867
DD2 1RR,56.460505,-2.99672
DD2 1RS,56.46058,-2.997452
DD2 1RT,56.460745,-2.99929
DD2 1RU,56.460555,-2.998267
DD2 1RW,56.460502,-2.999268
DD2 1RX,56.460763,-3.000394
DD2 1RY,56.460774,-3.001238
DD2 1RZ,56.460419,-3.000742
DD2 1SA,56.460843,-3.002766
DD2 1SB,56.4605,-3.002935
DD2 1SD,56.460547,-3.005922
DD2 1SE,56.463942,-3.054798
DD2 1SF,56.460278,-3.009209
DD2 1SG,56.459528,-3.037052
DD2 1SH,56.460773,-3.009093
DD2 1SJ,56.461152,-3.012219
DD2 1SL,56.461236,-3.010809
DD2 1SN,56.460384,-3.012782
DD2 1SP,56.462532,-3.013765
DD2 1SQ,56.462461,-3.012529
DD2 1SR,56.461656,-3.009927
DD2 1SS,56.461415,-3.007552
DD2 1ST,56.46005,-3.015126
DD2 1SU,56.459697,-3.014358
DD2 1SW,56.46184,-3.050588
DD2 1SX,56.460102,-3.037116
DD2 1SY,56.461664,-3.017656
DD2 1SZ,56.461006,-3.018028
DD2 1TA,56.461436,-3.01922
DD2 1TB,56.460827,-3.017906
DD2 1TD,56.460706,-3.019493
DD2 1TE,56.460743,-3.020533
DD2 1TF,56.460621,-3.022217
DD2 1TG,56.459893,-3.02111
DD2 1TH,56.460325,-3.019921
DD2 1TJ,56.460223,-3.018166
DD2 1TL,56.460023,-3.01732
DD2 1TN,56.456609,-3.027204
DD2 1TP,56.463405,-3.056733
DD2 1TQ,56.459314,-3.019407
DD2 1TR,56.459658,-3.020228
DD2 1TS,56.460741,-3.022918
DD2 1TT,56.460913,-3.02388
DD2 1TU,56.462471,-3.024458
DD2 1TW,56.455817,-3.028416
DD2 1TX,56.463161,-3.025775
DD2 1TY,56.461744,-3.052306
DD2 1TZ,56.461149,-3.046168
DD2 1UA,56.461333,-3.037085
DD2 1UB,56.463729,-3.030987
DD2 1UD,56.454061,-3.027785
DD2 1UE,56.457934,-2.995825
DD2 1UF,56.458648,-3.027227
DD2 1UG,56.45188,-2.992133
DD2 1UH,56.453925,-3.020321
DD2 1UJ,56.457005,-3.032472
DD2 1UL,56.457018,-2.996872
DD2 1UN,56.454731,-2.994054
DD2 1UP,56.461721,-3.029338
DD2 1UQ,56.454071,-3.007974
DD2 1UR,56.454497,-3.030509
DD2 1US,56.457671,-3.03348
DD2 1UT,56.4606,-3.034452
DD2 1UU,56.461309,-3.032492
DD2 1UW,56.461653,-2.991362
DD2 1UX,56.460963,-3.032953
DD2 1UY,56.460567,-3.031985
DD2 1UZ,56.460646,-3.033269
DD2 1WA,56.458224,-3.010989
DD2 1WB,56.461653,-2.991362
DD2 1WD,56.458224,-3.010989
DD2 1WE,56.461653,-2.991362
DD2 1WF,56.483318,-3.012046
DD2 1WG,56.461653,-2.991362
DD2 1WH,56.461653,-2.991362
DD2 1WJ,56.461653,-2.991362
DD2 1WL,56.461653,-2.991362
DD2 1WN,56.461653,-2.991362
DD2 1WP,56.461653,-2.991362
DD2 1WQ,56.461653,-2.991362
DD2 1WR,56.461653,-2.991362
DD2 1WS,56.483318,-3.012046
DD2 1WU,56.461653,-2.991362
DD2 1WW,56.461653,-2.991362
DD2 1WX,56.461653,-2.991362
DD2 1XA,56.464407,-3.056112
DD2 1XB,56.45429,-2.99414
DD2 1XD,56.453934,-3.020318
DD2 1XE,56.45392,-3.011036
DD2 1XF,56.463258,-3.054977
DD2 1XG,56.453983,-3.015419
DD2 1XH,56.483373,-3.012015
DD2 1XJ,56.463727,-3.055847
DD2 1XL,56.461653,-2.991362
DD2 1XN,56.461653,-2.991362
DD2 1XP,56.461653,-2.991362
DD2 1XQ,56.461757,-3.029372
DD2 1XR,56.461653,-2.991362
DD2 1XS,56.483373,-3.012015
DD2 1XT,56.461653,-2.991362
DD2 1XU,56.461653,-2.991362
DD2 1XW,56.461653,-2.991362
DD2 1XX,56.461653,-2.991362
DD2 1XY,56.463464,-3.057105
DD2 1XZ,56.463196,-3.054809
DD2 1YA,56.458001,-3.009733
DD2 1YB,56.461653,-2.991362
DD2 1YD,56.461653,-2.991362
DD2 1YE,56.456067,-2.997837
DD2 1YF,56.459249,-3.015284
DD2 1YG,56.457956,-3.010819
DD2 1YH,56.461653,-2.991362
DD2 1YJ,56.458224,-3.011005
DD2 1YL,56.457956,-3.010819
DD2 1YN,56.457956,-3.010819
DD2 1YP,56.461653,-2.991362
DD2 1YQ,56.461653,-2.991362
DD2 1YR,56.457956,-3.010819
DD2 1YS,56.458224,-3.010989
DD2 1YT,56.461653,-2.991362
DD2 1YU,56.461653,-2.991362
DD2 1YW,56.461653,-2.991362
DD2 1YX,56.461653,-2.991362
DD2 1YY,56.461653,-2.991362
DD2 1YZ,56.483373,-3.012015
DD2 1ZA,56.461653,-2.991362
DD2 1ZB,56.461653,-2.991362
DD2 1ZW,56.461653,-2.991362
DD2 1ZY,56.464741,-3.043167
DD2 2AA,56.461351,-2.997618
DD2 2AB,56.46174,-2.997369
DD2 2AD,56.460999,-2.997788
DD2 2AE,56.462082,-2.998319
DD2 2AF,56.462791,-2.999636
DD2 2AG,56.462761,-2.998746
DD2 2AH,56.463105,-2.998476
DD2 2AJ,56.462798,-2.999847
DD2 2AL,56.463118,-3.000213
DD2 2AN,56.462594,-3.000605
DD2 2AP,56.463123,-3.001819
DD2 2AQ,56.462665,-3.001856
DD2 2AR,56.462731,-2.998141
DD2 2AS,56.461966,-3.003805
DD2 2AT,56.461546,-2.999084
DD2 2AU,56.461544,-3.000431
DD2 2AW,56.461553,-3.001518
DD2 2AX,56.460833,-3.001727
DD2 2AY,56.461391,-3.002699
DD2 2AZ,56.462648,-3.002781
DD2 2BA,56.463097,-3.002809
DD2 2BB,56.463186,-3.005103
DD2 2BD,56.462674,-3.004015
DD2 2BE,56.461684,-3.004203
DD2 2BF,56.465128,-3.02153
DD2 2BG,56.463433,-2.996768
DD2 2BH,56.460871,-3.003659
DD2 2BJ,56.463213,-2.997408
DD2 2BL,56.463902,-2.99775
DD2 2BN,56.464999,-3.020829
DD2 2BP,56.464195,-2.998131
DD2 2BQ,56.465353,-3.00047
DD2 2BR,56.464732,-2.999476
DD2 2BS,56.463724,-3.00203
DD2 2BT,56.463837,-3.003542
DD2 2BU,56.464462,-3.000686
DD2 2BW,56.464507,-3.001823
DD2 2BX,56.464235,-3.003196
DD2 2BY,56.464809,-3.002286
DD2 2BZ,56.465207,-3.002949
DD2 2DA,56.465583,-3.00203
DD2 2DB,56.466394,-3.002863
DD2 2DD,56.466105,-3.004219
DD2 2DE,56.466139,-3.003262
DD2 2DF,56.465877,-3.001324
DD2 2DG,56.469248,-3.025225
DD2 2DH,56.4687,-3.024138
DD2 2DJ,56.467794,-3.023968
DD2 2DL,56.466579,-3.024292
DD2 2DN,56.465543,-3.024573
DD2 2DP,56.465254,-3.02364
DD2 2DQ,56.465669,-3.023456
DD2 2DR,56.465576,-3.02274
DD2 2DS,56.466374,-3.022972
DD2 2DT,56.467305,-3.023354
DD2 2DU,56.468043,-3.023244
DD2 2DW,56.469108,-3.022656
DD2 2DX,56.467868,-3.022607
DD2 2DY,56.466684,-3.022396
DD2 2DZ,56.46606,-3.020691
DD2 2EA,56.467237,-3.021762
DD2 2EB,56.468565,-3.020889
DD2 2ED,56.467338,-3.020482
DD2 2EE,56.46742,-3.019267
DD2 2EF,56.466423,-3.019082
DD2 2EG,56.465306,-3.019568
DD2 2EH,56.46677,-3.0174
DD2 2EJ,56.467377,-3.017951
DD2 2EL,56.468064,-3.017369
DD2 2EN,56.467795,-3.008488
DD2 2EP,56.467536,-3.016073
DD2 2EQ,56.467571,-3.024887
DD2 2ER,56.467858,-3.026064
DD2 2ES,56.464775,-3.023972
DD2 2ET,56.465143,-3.02302
DD2 2EU,56.46582,-3.020425
DD2 2EW,56.466596,-3.016697
DD2 2EX,56.467864,-3.015416
DD2 2EY,56.468372,-3.017101
DD2 2EZ,56.468925,-3.020898
DD2 2FA,56.467102,-3.025102
DD2 2FB,56.467353,-3.026183
DD2 2FD,56.463593,-2.993591
DD2 2FE,56.473721,-3.019927
DD2 2HA,56.469589,-3.025364
DD2 2HB,56.469959,-3.025114
DD2 2HD,56.469715,-3.02305
DD2 2HE,56.469328,-3.020974
DD2 2HF,56.468763,-3.016544
DD2 2HG,56.469032,-3.016584
DD2 2HH,56.469643,-3.020999
DD2 2HJ,56.469984,-3.020992
DD2 2HL,56.469431,-3.017195
DD2 2HN,56.468594,-3.013017
DD2 2HP,56.470287,-3.019133
DD2 2HQ,56.469223,-3.014138
DD2 2HR,56.469307,-3.012614
DD2 2HS,56.469284,-3.012143
DD2 2HT,56.46873,-3.0107
DD2 2HU,56.469305,-3.010682
DD2 2HW,56.465762,-3.017665
DD2 2HX,56.468981,-3.007363
DD2 2HY,56.465322,-3.019828
DD2 2HZ,56.468636,-3.006672
DD2 2JA,56.467325,-3.007789
DD2 2JB,56.46661,-3.005109
DD2 2JD,56.466588,-3.002219
DD2 2JE,56.468022,-3.003734
DD2 2JF,56.46815,-3.00463
DD2 2JG,56.466922,-3.005393
DD2 2JH,56.467676,-3.006598
DD2 2JJ,56.468875,-3.003805
DD2 2JL,56.469202,-3.005567
DD2 2JN,56.469357,-3.006447
DD2 2JP,56.469689,-3.005434
DD2 2JQ,56.466045,-3.016001
DD2 2JR,56.46419,-3.023076
DD2 2JU,56.4679,-3.005581
DD2 2LA,56.464025,-2.991392
DD2 2LB,56.464318,-2.992876
DD2 2LD,56.4647,-2.993422
DD2 2LE,56.464261,-2.994433
DD2 2LF,56.464056,-2.994151
DD2 2LG,56.464349,-2.994597
DD2 2LH,56.463763,-2.993803
DD2 2LJ,56.463824,-2.992944
DD2 2LL,56.463593,-2.992549
DD2 2LN,56.463177,-2.992944
DD2 2LP,56.462449,-2.992876
DD2 2LQ,56.462608,-2.994438
DD2 2LR,56.463089,-2.994905
DD2 2LS,56.463587,-2.994383
DD2 2LT,56.463137,-2.995702
DD2 2LU,56.462842,-2.996477
DD2 2LW,56.462723,-2.996798
DD2 2LX,56.463026,-2.996056
DD2 2LY,56.463357,-2.996243
DD2 2LZ,56.463627,-2.99612
DD2 2NB,56.465794,-2.994846
DD2 2ND,56.467861,-2.998081
DD2 2NE,56.465867,-2.996958
DD2 2NF,56.46592,-2.99592
DD2 2NG,56.465577,-2.995035
DD2 2NH,56.465233,-2.994247
DD2 2NJ,56.464816,-2.994642
DD2 2NL,56.464198,-2.995502
DD2 2NN,56.464366,-2.995864
DD2 2NP,56.464017,-2.995725
DD2 2NQ,56.463812,-2.996534
DD2 2NR,56.463971,-2.996989
DD2 2NS,56.464333,-2.996625
DD2 2NT,56.464018,-2.997692
DD2 2NU,56.46423,-2.997158
DD2 2NW,56.464765,-2.996539
DD2 2NY,56.464633,-2.996085
DD2 2NZ,56.467826,-2.999119
DD2 2PA,56.465102,-2.998155
DD2 2PB,56.465256,-2.995806
DD2 2PD,56.464829,-2.995226
DD2 2PE,56.465162,-2.99629
DD2 2PF,56.464759,-2.993942
DD2 2PN,56.465968,-2.997756
DD2 2PP,56.46638,-2.999049
DD2 2PQ,56.466814,-2.999855
DD2 2PR,56.467605,-3.000883
DD2 2PS,56.469208,-3.003765
DD2 2PT,56.46724,-3.000467
DD2 2PU,56.466967,-3.000931
DD2 2PW,56.467154,-3.002218
DD2 2PX,56.468536,-3.003569
DD2 2PY,56.46963,-3.004945
DD2 2PZ,56.469672,-3.004151
DD2 2QA,56.46861,-3.002224
DD2 2QB,56.46241,-2.996737
DD2 2QD,56.469024,-3.002024
DD2 2QE,56.467984,-3.001753
DD2 2QF,56.468079,-3.000051
DD2 2QG,56.475965,-3.017986
DD2 2QH,56.462028,-2.997198
DD2 2QJ,56.47596,-3.018652
DD2 2QL,56.475544,-3.016823
DD2 2QP,56.475496,-3.017178
DD2 2QQ,56.475523,-3.01929
DD2 2QR,56.475252,-3.019481
DD2 2QS,56.475764,-3.021666
DD2 2QT,56.473976,-3.02172
DD2 2QU,56.474319,-3.020507
DD2 2QX,56.475499,-3.016854
DD2 2QY,56.473261,-3.021323
DD2 2QZ,56.472452,-3.020262
DD2 2RA,56.472734,-3.025205
DD2 2RB,56.472555,-3.025216
DD2 2RD,56.473474,-3.018232
DD2 2RF,56.472511,-3.017427
DD2 2RH,56.472254,-3.018066
DD2 2RJ,56.473058,-3.024061
DD2 2RL,56.471679,-3.021313
DD2 2RN,56.471701,-3.021914
DD2 2RP,56.471941,-3.02007
DD2 2RQ,56.471279,-3.020848
DD2 2RR,56.472344,-3.021396
DD2 2RS,56.47102,-3.023957
DD2 2RT,56.472224,-3.022772
DD2 2RZ,56.471464,-3.022411
DD2 2SA,56.476735,-3.018348
DD2 2SB,56.478569,-3.019274
DD2 2SD,56.476624,-3.018767
DD2 2SE,56.477742,-3.019349
DD2 2SF,56.478971,-3.020681
DD2 2SG,56.480181,-3.019967
DD2 2SH,56.477317,-3.019662
DD2 2SJ,56.477016,-3.020255
DD2 2SL,56.477594,-3.019946
DD2 2SN,56.478209,-3.021618
DD2 2SP,56.478652,-3.024553
DD2 2SQ,56.478814,-3.023356
DD2 2SR,56.479347,-3.02298
DD2 2SS,56.479935,-3.021454
DD2 2ST,56.479178,-3.020605
DD2 2SU,56.479179,-3.021644
DD2 2SW,56.479748,-3.022407
DD2 2SX,56.480675,-3.021084
DD2 2SY,56.479607,-3.024221
DD2 2SZ,56.478416,-3.026965
DD2 2TA,56.477771,-3.025714
DD2 2TB,56.478242,-3.025191
DD2 2TD,56.477369,-3.025346
DD2 2TE,56.4778,-3.024367
DD2 2TF,56.477567,-3.022137
DD2 2TG,56.476991,-3.025433
DD2 2TH,56.478666,-3.020608
DD2 2TJ,56.476227,-3.022214
DD2 2TL,56.475067,-3.022317
DD2 2TN,56.475686,-3.026778
DD2 2TP,56.475723,-3.022379
DD2 2TQ,56.476651,-3.023119
DD2 2TR,56.475259,-3.024153
DD2 2TS,56.476337,-3.024166
DD2 2TT,56.47548,-3.025685
DD2 2TU,56.476806,-3.026143
DD2 2TW,56.476062,-3.023691
DD2 2TX,56.476546,-3.027142
DD2 2TY,56.476412,-3.02597
DD2 2UA,56.464902,-3.024913
DD2 2UB,56.464923,-3.012562
DD2 2UE,56.471345,-3.025947
DD2 2UF,56.470677,-3.026334
DD2 2UG,56.471101,-3.022872
DD2 2UJ,56.464114,-3.022489
DD2 2UQ,56.470545,-3.022662
DD2 2WA,56.470545,-3.022646
DD2 2WB,56.470545,-3.022646
DD2 2WT,56.483373,-3.012015
DD2 2WU,56.483373,-3.012015
DD2 2WW,56.483373,-3.012015
DD2 2WX,56.483373,-3.012015
DD2 2YA,56.465258,-2.994507
DD2 2YB,56.461653,-2.991362
DD2 2YD,56.461653,-2.991362
DD2 2YE,56.461653,-2.991362
DD2 2YF,56.46891,-3.01275
DD2 2YG,56.483373,-3.012015
DD2 2YH,56.461653,-2.991362
DD2 2YJ,56.461653,-2.991362
DD2 2YL,56.461653,-2.991362
DD2 2YN,56.461653,-2.991362
DD2 2YP,56.461653,-2.991362
DD2 2YQ,56.461653,-2.991362
DD2 2YR,56.461653,-2.991362
DD2 2YS,56.461653,-2.991362
DD2 3AA,56.470284,-3.006151
DD2 3AB,56.470383,-3.006203
DD2 3AD,56.470345,-3.005276
DD2 3AE,56.470791,-3.005722
DD2 3AF,56.470791,-3.005722
DD2 3AG,56.471295,-3.005703
DD2 3AH,56.471524,-3.00618
DD2 3AJ,56.471354,-3.007214
DD2 3AL,56.471354,-3.007214
DD2 3AN,56.470714,-3.007445
DD2 3AP,56.470543,-3.00755
DD2 3AQ,56.471463,-3.008195
DD2 3AR,56.472205,-3.008698
DD2 3AS,56.471724,-3.009253
DD2 3AT,56.471391,-3.009293
DD2 3AU,56.471096,-3.009046
DD2 3AW,56.47066,-3.008657
DD2 3AX,56.471903,-3.008252
DD2 3AY,56.471558,-3.009817
DD2 3AZ,56.472729,-3.008355
DD2 3BA,56.486888,-3.008373
DD2 3BB,56.470808,-3.010317
DD2 3BD,56.471323,-3.009924
DD2 3BE,56.470944,-3.010142
DD2 3BF,56.486596,-3.010022
DD2 3BG,56.471215,-3.010035
DD2 3BH,56.471368,-3.01105
DD2 3BJ,56.471117,-3.010897
DD2 3BL,56.472337,-3.010053
DD2 3BN,56.470722,-3.012003
DD2 3BP,56.470158,-3.010738
DD2 3BQ,56.470183,-3.012004
DD2 3BR,56.470768,-3.009605
DD2 3BS,56.472782,-3.00959
DD2 3BT,56.486788,-3.010741
DD2 3BU,56.486498,-3.011026
DD2 3BW,56.472364,-3.010114
DD2 3BX,56.472288,-3.009419
DD2 3BY,56.472943,-3.010779
DD2 3BZ,56.473032,-3.010814
DD2 3DA,56.472521,-3.01173
DD2 3DB,56.473472,-3.010891
DD2 3DD,56.473114,-3.008511
DD2 3DE,56.473326,-3.010091
DD2 3DF,56.474582,-3.010255
DD2 3DG,56.474798,-3.011348
DD2 3DH,56.474362,-3.010833
DD2 3DJ,56.472637,-3.015142
DD2 3DL,56.479104,-3.015489
DD2 3DN,56.473384,-3.011749
DD2 3DP,56.473337,-3.013143
DD2 3DQ,56.474004,-3.013831
DD2 3DR,56.481476,-3.011006
DD2 3DS,56.474671,-3.014725
DD2 3DT,56.474932,-3.014744
DD2 3DU,56.473896,-3.015013
DD2 3DW,56.473682,-3.013721
DD2 3DX,56.474331,-3.015658
DD2 3DY,56.474128,-3.016314
DD2 3DZ,56.474718,-3.017758
DD2 3EA,56.475159,-3.01777
DD2 3EB,56.471532,-3.015238
DD2 3ED,56.480613,-3.011081
DD2 3EE,56.471422,-3.012183
DD2 3EF,56.471422,-3.012183
DD2 3EG,56.472573,-3.013172
DD2 3EH,56.471818,-3.016431
DD2 3EJ,56.470706,-3.016271
DD2 3EL,56.479333,-3.002734
DD2 3EN,56.471174,-3.014985
DD2 3EP,56.471893,-3.017228
DD2 3EQ,56.471933,-3.016677
DD2 3ER,56.471846,-3.014175
DD2 3ES,56.470681,-3.013819
DD2 3ET,56.47911,-3.015846
DD2 3EU,56.470162,-3.017945
DD2 3EW,56.478619,-3.008738
DD2 3EX,56.47866,-3.011483
DD2 3EY,56.475883,-3.00274
DD2 3EZ,56.473181,-3.015688
DD2 3FA,56.471908,-3.005395
DD2 3FB,56.472074,-3.008224
DD2 3FD,56.472171,-3.007366
DD2 3FE,56.472186,-3.006587
DD2 3FF,56.471944,-3.005396
DD2 3FG,56.472319,-3.003539
DD2 3FH,56.472071,-3.004165
DD2 3FJ,56.472517,-3.006823
DD2 3FL,56.472526,-3.006823
DD2 3FN,56.471161,-3.00333
DD2 3FP,56.491114,-3.020098
DD2 3FQ,56.47155,-3.004152
DD2 3FR,56.491178,-3.016689
DD2 3FS,56.490396,-3.021053
DD2 3FT,56.491195,-3.017858
DD2 3FU,56.47977,-3.015219
DD2 3FW,56.470648,-3.003414
DD2 3FX,56.490206,-3.020122
DD2 3FY,56.489847,-3.021152
DD2 3FZ,56.488356,-3.013479
DD2 3GA,56.476141,-3.003072
DD2 3GB,56.476263,-3.004568
DD2 3GD,56.476948,-3.004266
DD2 3GE,56.476347,-3.001973
DD2 3GF,56.475947,-3.002579
DD2 3GG,56.475421,-3.00203
DD2 3GH,56.490758,-3.014258
DD2 3GJ,56.488648,-3.008533
DD2 3GL,56.489354,-3.008991
DD2 3GN,56.488499,-3.009212
DD2 3GP,56.487905,-3.015887
DD2 3GQ,56.491235,-3.01414
DD2 3GR,56.49055,-3.015486
DD2 3GS,56.490053,-3.018007
DD2 3GT,56.489845,-3.013762
DD2 3GU,56.490923,-3.013791
DD2 3GW,56.48971,-3.01816
DD2 3GX,56.489925,-3.014966
DD2 3GY,56.489718,-3.015074
DD2 3GZ,56.491159,-3.015681
DD2 3HA,56.473301,-3.016405
DD2 3HB,56.490257,-3.010574
DD2 3HD,56.473034,-3.013898
DD2 3HE,56.474015,-3.017041
DD2 3HF,56.473425,-3.015516
DD2 3HG,56.474699,-3.012465
DD2 3HH,56.471818,-3.016431
DD2 3HJ,56.490225,-3.011255
DD2 3HL,56.48602,-3.007928
DD2 3HN,56.475573,-3.015411
DD2 3HP,56.476705,-3.015392
DD2 3HQ,56.477153,-3.014495
DD2 3HR,56.476663,-3.011755
DD2 3HS,56.477063,-3.011169
DD2 3HT,56.477165,-3.013083
DD2 3HU,56.477895,-3.01275
DD2 3HW,56.478227,-3.012742
DD2 3HX,56.47643,-3.016132
DD2 3HY,56.473254,-3.01222
DD2 3HZ,56.477646,-3.016781
DD2 3JA,56.477981,-3.015378
DD2 3JB,56.477981,-3.015378
DD2 3JD,56.478303,-3.014445
DD2 3JE,56.478303,-3.014445
DD2 3JF,56.478268,-3.017691
DD2 3JG,56.474251,-3.005717
DD2 3JH,56.478121,-3.016956
DD2 3JJ,56.478469,-3.016121
DD2 3JL,56.47877,-3.017802
DD2 3JN,56.475709,-3.008694
DD2 3JP,56.478642,-3.011487
DD2 3JQ,56.477004,-3.008472
DD2 3JR,56.475442,-3.00729
DD2 3JS,56.475037,-3.0073
DD2 3JT,56.47459,-3.00592
DD2 3JU,56.474481,-3.002817
DD2 3JW,56.474449,-3.002203
DD2 3JX,56.473916,-3.001552
DD2 3JY,56.474912,-3.002796
DD2 3JZ,56.478791,-3.018517
DD2 3LA,56.475625,-3.006764
DD2 3LB,56.475337,-3.005859
DD2 3LD,56.475814,-3.005742
DD2 3LE,56.47625,-3.007251
DD2 3LF,56.476929,-3.00668
DD2 3LG,56.476228,-3.005655
DD2 3LH,56.476731,-3.005571
DD2 3LJ,56.476298,-3.005807
DD2 3LL,56.47725,-3.005845
DD2 3LN,56.47725,-3.005845
DD2 3LP,56.477485,-3.006825
DD2 3LQ,56.477485,-3.006825
DD2 3LR,56.477574,-3.008077
DD2 3LS,56.477242,-3.008004
DD2 3LT,56.477688,-3.009444
DD2 3LU,56.477436,-3.009535
DD2 3LW,56.477894,-3.009515
DD2 3LX,56.477169,-3.010275
DD2 3LY,56.476921,-3.009911
DD2 3LZ,56.476304,-3.010625
DD2 3NA,56.475894,-3.010273
DD2 3NB,56.475592,-3.010915
DD2 3ND,56.475686,-3.01155
DD2 3NE,56.476198,-3.011548
DD2 3NF,56.476014,-3.012013
DD2 3NG,56.490443,-3.012057
DD2 3NH,56.476375,-3.012932
DD2 3NJ,56.4762,-3.013512
DD2 3NL,56.475923,-3.013261
DD2 3NN,56.475358,-3.000941
DD2 3NP,56.475263,-3.001587
DD2 3NQ,56.475978,-3.002093
DD2 3NR,56.475616,-3.002408
DD2 3NS,56.476167,-3.000962
DD2 3NT,56.476341,-3.001616
DD2 3NU,56.478595,-3.001805
DD2 3NW,56.477695,-3.00084
DD2 3NX,56.47787,-3.001494
DD2 3NY,56.476893,-3.002187
DD2 3NZ,56.477418,-3.001806
DD2 3PA,56.478132,-3.002312
DD2 3PB,56.477498,-3.002945
DD2 3PD,56.478121,-3.003773
DD2 3PE,56.477668,-3.004248
DD2 3PF,56.478026,-3.00442
DD2 3PG,56.477127,-3.004396
DD2 3PH,56.476681,-3.00406
DD2 3PJ,56.47624,-3.003074
DD2 3PL,56.475957,-3.00469
DD2 3PN,56.479365,-3.003189
DD2 3PP,56.475687,-3.004683
DD2 3PQ,56.475513,-3.004029
DD2 3PR,56.475069,-3.003368
DD2 3PS,56.480597,-2.999715
DD2 3PT,56.476998,-3.000383
DD2 3PU,56.478615,-3.000377
DD2 3PW,56.478055,-3.006369
DD2 3PX,56.471483,-3.01016
DD2 3PY,56.477751,-3.005062
DD2 3PZ,56.480291,-3.009761
DD2 3QA,56.479337,-3.003274
DD2 3QB,56.481127,-3.011894
DD2 3QD,56.479291,-3.006792
DD2 3QE,56.479471,-3.003484
DD2 3QF,56.479394,-3.00511
DD2 3QG,56.484404,-3.00894
DD2 3QH,56.478582,-3.010085
DD2 3QJ,56.478619,-3.008738
DD2 3QL,56.481238,-3.018144
DD2 3QN,56.479704,-3.013476
DD2 3QP,56.489214,-3.027144
DD2 3QQ,56.483924,-3.012699
DD2 3QR,56.484032,-3.00598
DD2 3QS,56.473084,-3.013299
DD2 3QT,56.479782,-3.015982
DD2 3QU,56.485098,-3.016336
DD2 3QW,56.483386,-3.00815
DD2 3QX,56.490336,-3.008611
DD2 3QY,56.490336,-3.008611
DD2 3QZ,56.489995,-3.008585
DD2 3RA,56.489995,-3.008585
DD2 3RB,56.489771,-3.008531
DD2 3RD,56.489771,-3.008531
DD2 3RE,56.49047,-3.010904
DD2 3RF,56.490111,-3.010911
DD2 3RG,56.490111,-3.010911
DD2 3RH,56.490111,-3.010911
DD2 3RJ,56.489885,-3.011019
DD2 3RL,56.489885,-3.011019
DD2 3RN,56.490881,-3.014504
DD2 3RP,56.49098,-3.01337
DD2 3RQ,56.491161,-3.013213
DD2 3RR,56.490443,-3.013193
DD2 3RS,56.490527,-3.013845
DD2 3RT,56.490083,-3.013184
DD2 3RU,56.490173,-3.013186
DD2 3RW,56.49096,-3.015806
DD2 3RX,56.490511,-3.015794
DD2 3RY,56.490601,-3.015796
DD2 3RZ,56.490062,-3.015782
DD2 3SA,56.487403,-3.022336
DD2 3SB,56.487128,-3.021939
DD2 3SD,56.487395,-3.021151
DD2 3SE,56.486882,-3.020098
DD2 3SF,56.487336,-3.020597
DD2 3SG,56.487692,-3.019908
DD2 3SH,56.488133,-3.019888
DD2 3SJ,56.487289,-3.017608
