Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021,IMD decile,Constituency Code 2024,Constituency Name 2024,Property Type,Roads
DD1 1AA,No,56.462189,-2.973622,340102.0,730430.0,NO401304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,2023-12-01,,,,,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,1,2024-12-20,Dundee,0.650527,DD,DD1,Scotland,Scottish Water,9C8VF26G+VH,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059087453,9059087454,9059087455,9059103586",0.994631,,,,,S00148458,3.0,S14000075,Dundee Central,,"Euclid Crescent,Panmure Street"
DD1 1AB,No,56.462096,-2.973977,340080.0,730420.0,NO400304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,1995-12-01,,,,,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098441,1414,8,1,2024-12-20,Dundee,0.645868,DD,DD1,Scotland,Scottish Water,9C8VF26G+RC,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.990582,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1AD,Yes,56.462393,-2.97725,339879.0,730456.0,NO398304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2009-06-01,,,,0.0,0.0,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098440,1414,1,0,2024-12-20,Dundee,0.75375,DD,DD1,Scotland,Scottish Water,9C8VF26F+X4,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059075847,9059075856,9059075860,9059095690,9059096382",1.07891,,,,,S00148480,3.0,S14000075,Dundee Central,,"Court House Square,West Bell Street"
DD1 1AE,Yes,56.46273,-2.977778,339847.0,730494.0,NO398304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2018-04-01,,,,,,,City Centre - 05,Large urban area,Scotland,27.0,,S01007705,,S02001448,City Centre,,S00098440,1414,5,0,2024-12-20,Dundee,0.802364,DD,DD1,Scotland,Scottish Water,9C8VF27C+3V,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.12463,,,,,S00148480,3.0,S14000075,Dundee Central,,
DD1 1AF,Yes,56.460223,-2.975555,339980.0,730213.0,NO399302,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2018-12-01,,,,,,,City Centre - 05,Large urban area,Scotland,25.0,,S01007705,,S02001448,City Centre,,S00099539,1414,1,1,2024-12-20,Dundee,0.493443,DD,DD1,Scotland,Scottish Water,9C8VF26F+3Q,,,Dundee,Eastern Scotland,Angus and Dundee City,9059106806,0.813707,,,,,S00148500,3.0,S14000075,Dundee Central,,North Lindsay Street
DD1 1AR,No,56.459388,-2.967563,340471.0,730113.0,NO404301,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1996-06-01,2011-11-01,,,,,,City Centre - 06,Large urban area,Scotland,10.0,,S01007706,,S02001448,City Centre,,S00098452,4424,1,1,2024-12-20,Dundee,0.392137,DD,DD1,Scotland,Scottish Water,9C8VF25J+QX,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.586078,,,,,S00148554,7.0,S14000075,Dundee Central,,
DD1 1AY,No,56.459562,-2.976346,339930.0,730140.0,NO399301,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1994-02-01,1995-02-01,,,,,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00098440,1414,8,1,2024-12-20,Dundee,0.465008,DD,DD1,Scotland,Scottish Water,9C8VF25F+RF,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.755292,,,,,S00148480,3.0,S14000075,Dundee Central,,
DD1 1BA,Yes,56.461682,-2.976274,339938.0,730376.0,NO399303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,,,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098440,1414,1,1,2024-12-20,Dundee,0.655615,DD,DD1,Scotland,Scottish Water,9C8VF26F+MF,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059044588,9059093997,9059093998,9059093999,9059100212,9059103638,9059103639,10025423685",0.98482,,,,,S00148480,3.0,S14000075,Dundee Central,,Ward Road
DD1 1BB,No,56.461628,-2.976399,339930.0,730370.0,NO399303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,1995-12-01,,,,,,City Centre - 05,Large urban area,Scotland,21.0,,S01007705,,S02001448,City Centre,,S00098440,1414,8,1,2024-12-20,Dundee,0.654047,DD,DD1,Scotland,Scottish Water,9C8VF26F+MC,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.981081,,,,,S00148480,3.0,S14000075,Dundee Central,,
DD1 1BD,No,56.460214,-2.973377,340114.0,730210.0,NO401302,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,1998-12-01,,,,,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00099539,1414,1,1,2024-12-20,Dundee,0.434866,DD,DD1,Scotland,Scottish Water,9C8VF26G+3J,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.775463,,,,,S00148500,3.0,S14000075,Dundee Central,,
DD1 1DA,Yes,56.462616,-2.970728,340281.0,730475.0,NO402304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,,,,City Centre - 05,Large urban area,Scotland,17.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,1,2024-12-20,Dundee,0.681453,DD,DD1,Scotland,Scottish Water,9C8VF27H+2P,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059041487,9059091203,9059094860",0.991594,,,,,S00148458,3.0,S14000075,Dundee Central,,"Commercial Street,Panmure Street"
DD1 1DB,Yes,56.464595,-2.969253,340375.0,730694.0,NO403306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,,,,Docks and Wellgate - 05,Large urban area,Scotland,24.0,,S01007711,,S02001449,Docks and Wellgate,,S00098444,1165,1,1,2024-12-20,Dundee,0.908668,DD,DD1,Scotland,Scottish Water,9C8VF27J+R7,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.18177,,,,,S00148421,2.0,S14000075,Dundee Central,,
DD1 1DD,Yes,56.462123,-2.971673,340222.0,730421.0,NO402304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00099539,1414,1,0,2024-12-20,Dundee,0.6267,DD,DD1,Scotland,Scottish Water,9C8VF26H+R8,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001834,9059006928,9059006948,9059075299,9059077913,9059088959,9059088960,9059088962,9059089124,9059089125,9059089126,9059089127,9059089130,9059089149,9059089167,9059089168,9059095284,9059095640,9059097015,9059097027,9059098516,9059101420,9059101421,9059104990,9059107958,10025423675",0.9541,,,,,S00148500,3.0,S14000075,Dundee Central,,"Chapel Street,Commercial Street,Euclid Crescent,Panmure Street,Reform Street"
DD1 1DF,No,56.462116,-2.971381,340240.0,730420.0,NO402304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1992-07-01,,,,,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00099539,1414,8,1,2024-12-20,Dundee,0.625357,DD,DD1,Scotland,Scottish Water,9C8VF26H+RC,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.948342,,,,,S00148500,3.0,S14000075,Dundee Central,,
DD1 1DG,No,56.462567,-2.97123,340250.0,730470.0,NO402304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,1996-06-01,,,,,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00098441,1414,8,1,2024-12-20,Dundee,0.675381,DD,DD1,Scotland,Scottish Water,9C8VF27H+2G,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.994849,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1DH,Yes,56.461777,-2.971177,340252.0,730382.0,NO402303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2012-08-01,,,,,,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00099539,1414,1,0,2024-12-20,Dundee,0.587596,DD,DD1,Scotland,Scottish Water,9C8VF26H+PG,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059044520,9059087907",0.907952,,,,,S00148500,3.0,S14000075,Dundee Central,,Chapel Street
DD1 1DJ,Yes,56.462612,-2.969985,340327.0,730474.0,NO403304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,16.0,9.0,,City Centre - 05,Large urban area,Scotland,17.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.68449,DD,DD1,Scotland,Scottish Water,9C8VF27J+22,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059012500,9059044292,9059054535,9059081490,9059083001,9059088954,9059088955,9059089128,9059089131,9059089132,9059089133,9059089134,9059089166,9059089233,9059089238,9059089256,9059089257,9059089258,9059089259,9059089260,9059089261,9059090639,9059098027,9059101306,9059101307,9059101308,9059101309,9059101310,9059106086,9059106087,9059107959,9059113093",0.978446,,,,,S00148458,3.0,S14000075,Dundee Central,,Panmure Street
DD1 1DP,No,56.456879,-2.972432,340167.0,729838.0,NO401298,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1991-11-01,1998-12-01,,,,,,Perth Road - 03,Large urban area,Scotland,7.0,,S01007691,,S02001446,Perth Road,,S00099569,3886,1,0,2024-12-20,Dundee,0.086908,DD,DD1,Scotland,Scottish Water,9C8VF24H+Q2,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.396283,,,,,S00148594,6.0,S14000075,Dundee Central,,
DD1 1DQ,Yes,56.46172,-2.970271,340308.0,730375.0,NO403303,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1992-01-01,,,,0.0,0.0,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00099438,1414,1,0,2024-12-20,Dundee,0.584082,DD,DD1,Scotland,Scottish Water,9C8VF26H+MV,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059010274,9059010275,9059010276,9059010279,9059010280,9059010281,9059010282,9059010283,9059010285,9059010286,9059010287,9059010288,9059010289,9059010291,9059010292,9059010293,9059010294,9059010295,9059010297,9059010298,9059010299,9059010300,9059010301,9059010303,9059010304,9059010305,9059010306,9059010307,9059010309,9059010310,9059010311,9059010312,9059010313,9059010474,9059010476,9059010485,9059010486,9059010488,9059010489,9059010490,9059010499,9059078402,9059078403,9059078405,9059078407,9059078408,9059078410,9059078423,9059078424,9059078425,9059078426,9059078427,9059078428,9059081805,9059089708,9059089709,9059089710,9059094251,9059094252,9059095864,9059097269,9059097334,9059100891,9059100892,9059102004,9059102877,9059103446,9059103447,9059103448,9059103449,9059103450,9059103451,9059103452,9059104493,9059104494,9059104495,9059104496,9059104497,9059105156,9059105157",0.886246,,,,,S00148502,3.0,S14000075,Dundee Central,,"Chapel Street,Commercial Street,Meadow Entry,Rankine's Court"
DD1 1DR,No,56.462567,-2.97123,340250.0,730470.0,NO402304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1994-12-01,,,,,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00098441,1414,8,1,2024-12-20,Dundee,0.675381,DD,DD1,Scotland,Scottish Water,9C8VF27H+2G,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.994849,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1DT,No,56.462936,-2.969941,340330.0,730510.0,NO403305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,1995-12-01,,,,,,City Centre - 05,Large urban area,Scotland,17.0,,S01007705,,S02001448,City Centre,,S00098441,1414,8,0,2024-12-20,Dundee,0.720573,DD,DD1,Scotland,Scottish Water,9C8VF27J+52,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.01296,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1DU,Yes,56.463158,-2.971456,340237.0,730536.0,NO402305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.741211,DD,DD1,Scotland,Scottish Water,9C8VF27H+7C,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059041912,9059088410,9059088411,9059088412,9059088413,9059088414,9059088697,9059088699,9059095642,9059095643,9059097315,9059097352,9059099343,9059102328,9059105372,9059105373,9059105374,10025423656",1.06305,,,,,S00148458,3.0,S14000075,Dundee Central,,"Panmure Street,Royal Exchange Lane"
DD1 1DW,No,56.462567,-2.97123,340250.0,730470.0,NO402304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1994-12-01,,,,,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00098441,1414,8,1,2024-12-20,Dundee,0.675381,DD,DD1,Scotland,Scottish Water,9C8VF27H+2G,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.994849,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1DX,No,56.460061,-2.971182,340249.0,730191.0,NO402301,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,1999-12-01,,,,,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00098451,1414,1,1,2024-12-20,Dundee,0.396915,DD,DD1,Scotland,Scottish Water,9C8VF26H+2G,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.721253,,,,,S00148502,3.0,S14000075,Dundee Central,,
DD1 1DY,No,56.460321,-2.971173,340250.0,730220.0,NO402302,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1976-08-01,,,,,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00098451,1414,8,0,2024-12-20,Dundee,0.425808,DD,DD1,Scotland,Scottish Water,9C8VF26H+4G,,,Dundee,Eastern Scotland,Angus and Dundee City,,0.7494,,,,,S00148502,3.0,S14000075,Dundee Central,,
DD1 1DZ,No,56.463158,-2.97144,340238.0,730536.0,NO402305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,2016-07-01,,,,,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,1,2024-12-20,Dundee,0.741191,DD,DD1,Scotland,Scottish Water,9C8VF27H+7C,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.06277,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1EA,No,56.463103,-2.971568,340230.0,730530.0,NO402305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,1995-12-01,,,,,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00098441,1414,8,1,2024-12-20,Dundee,0.735277,DD,DD1,Scotland,Scottish Water,9C8VF27H+69,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.05898,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1EB,No,56.463103,-2.971568,340230.0,730530.0,NO402305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1992-07-01,,,,,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00098441,1414,8,1,2024-12-20,Dundee,0.735277,DD,DD1,Scotland,Scottish Water,9C8VF27H+69,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.05898,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1ED,No,56.463236,-2.970679,340285.0,730544.0,NO402305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,2010-02-01,,,,,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,1,2024-12-20,Dundee,0.750413,DD,DD1,Scotland,Scottish Water,9C8VF27H+7P,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.05824,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1EF,Yes,56.46404,-2.9713,340248.0,730634.0,NO402306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,22.0,13.0,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.839079,DD,DD1,Scotland,Scottish Water,9C8VF27H+JF,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059032176,9059032177,9059032178,9059032179,9059032180,9059048575,9059048576,9059048577,9059057809,9059075012,9059075013,9059075014,9059087729,9059088951,9059088952,9059088957,9059088958,9059088961,9059088963,9059088964,9059098709,9059099061,9059099062,9059106794",1.15638,,,,,S00148458,3.0,S14000075,Dundee Central,,Panmure Street
DD1 1EG,No,56.463236,-2.970679,340285.0,730544.0,NO402305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1992-05-01,1998-12-01,,,,,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.750413,DD,DD1,Scotland,Scottish Water,9C8VF27H+7P,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.05824,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1EH,No,56.463563,-2.970282,340310.0,730580.0,NO403305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,1997-08-01,,,,,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00098441,1414,8,1,2024-12-20,Dundee,0.788095,DD,DD1,Scotland,Scottish Water,9C8VF27H+CV,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.08704,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1EJ,Yes,56.463852,-2.971214,340253.0,730613.0,NO402306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.818168,DD,DD1,Scotland,Scottish Water,9C8VF27H+GG,,,Dundee,Eastern Scotland,Angus and Dundee City,9059027327,1.13445,,,,,S00148458,3.0,S14000075,Dundee Central,,Bell Street
DD1 1EL,Yes,56.464092,-2.971496,340236.0,730640.0,NO402306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1981-07-01,,,,33.0,21.0,,City Centre - 05,Large urban area,Scotland,23.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.845026,DD,DD1,Scotland,Scottish Water,9C8VF27H+JC,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059024613,9059027421,9059027432,9059027844,9059027854,9059027865,9059027876,9059027887,9059027899,9059027910,9059027921,9059027932,9059027943,9059027954,9059027965,9059027976,9059027997,9059028007,9059028525,9059028536,9059028547,9059028557,9059039160,9059039162,9059074918,9059075905,9059075907,9059075913,9059094052,9059094053,9059099344,9059102240,10091940487",1.16539,,,,,S00148458,3.0,S14000075,Dundee Central,,A929
DD1 1EN,Yes,56.464456,-2.97097,340269.0,730680.0,NO402306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,0.0,0.0,,Docks and Wellgate - 05,Large urban area,Scotland,25.0,,S01007711,,S02001449,Docks and Wellgate,,S00098444,1165,1,0,2024-12-20,Dundee,0.885402,DD,DD1,Scotland,Scottish Water,9C8VF27H+QJ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059026786,9059058350,9059058353,9059058432,9059058433,9059058434,9059058435,9059058437,9059058500,9059081015,9059087451,9059087452,9059093768,9059093782,9059094420,9059094431,9059094971,9059099589,9059101996,9059105422,9059105423,9059105424,9059105425,9059105467,10092060744",1.19602,,,,,S00148421,2.0,S14000075,Dundee Central,,Panmure Street
DD1 1EP,Yes,56.463226,-2.97076,340280.0,730543.0,NO402305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2012-03-01,,,,,,,City Centre - 05,Large urban area,Scotland,19.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.749105,DD,DD1,Scotland,Scottish Water,9C8VF27H+7M,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059020568,9059095641,9059100370,9059102161,9059102343,9059102344,9059102536,9059102731,9059102732,9059103362,9059103363,10015463480,10025423657",1.05854,,,,,S00148458,3.0,S14000075,Dundee Central,,Panmure Street
DD1 1EQ,Yes,56.463492,-2.970166,340317.0,730572.0,NO403305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,33.0,17.0,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.780775,DD,DD1,Scotland,Scottish Water,9C8VF27H+9W,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059055725,9059056219,9059056223,9059056225,9059056226,9059056272,9059056273,9059059976,9059059978,9059059979,9059059980,9059059981,9059059982,9059059983,9059059984,9059059985,9059059986,9059087446,9059087447,9059087448,9059087449,9059087450,9059090628,9059090632,9059090633,9059090634,9059090635,9059090636,9059090637,9059090638,9059094171,9059098404,9059102630,9059102631",1.07733,,,,,S00148458,3.0,S14000075,Dundee Central,,"Meadow Lane,Panmure Street"
DD1 1ER,No,56.464596,-2.970259,340313.0,730695.0,NO403306,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,2013-09-01,,,,,,City Centre - 05,Large urban area,Scotland,25.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,1,2024-12-20,Dundee,0.902712,DD,DD1,Scotland,Scottish Water,9C8VF27H+RV,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.19909,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1ES,No,56.462648,-2.97464,340040.0,730482.0,NO400304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1992-05-01,1998-12-01,,,,,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098441,1414,1,0,2024-12-20,Dundee,0.716137,DD,DD1,Scotland,Scottish Water,9C8VF27G+34,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.06201,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1ET,No,56.462901,-2.974484,340050.0,730510.0,NO400305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1976-12-01,,,,,,City Centre - 04,Large urban area,Scotland,23.0,,S01007704,,S02001448,City Centre,,S00098443,284,8,0,2024-12-20,Dundee,0.740388,DD,DD1,Scotland,Scottish Water,9C8VF27G+56,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.08688,,,,,S00148458,1.0,S14000075,Dundee Central,,
DD1 1EU,No,56.462541,-2.974475,340050.0,730470.0,NO400304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,1995-02-01,,,,,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098441,1414,8,1,2024-12-20,Dundee,0.701818,DD,DD1,Scotland,Scottish Water,9C8VF27G+26,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.04754,,,,,S00148458,3.0,S14000075,Dundee Central,,
DD1 1EX,Yes,56.462405,-2.97579,339969.0,730456.0,NO399304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,5.0,2.0,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098440,1414,1,0,2024-12-20,Dundee,0.715114,DD,DD1,Scotland,Scottish Water,9C8VF26F+XM,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059014893,9059041173,9059041174,9059075845,9059075848,9059075849,9059075850,9059075851,9059075852,9059075854,9059075858,9059075859,9059096703,9059097944,9059105299,9059105300,9059105301,9059105302,9059105303,9059105304,9059105305,9059105306,9059105307,9059105308,9059105309,9059105310,9059105311,9059107385,9059107386,9059107387,9059107388,9059107389,9059107390,9059107391,9059107392,9059107393",1.05524,,,,,S00148480,3.0,S14000075,Dundee Central,,"Bell Street,Nicoll Street,West Bell Street"
DD1 1EY,No,56.46243,-2.977231,339880.0,730460.0,NO398304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1980-09-01,,,,,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098440,1414,8,0,2024-12-20,Dundee,0.75676,DD,DD1,Scotland,Scottish Water,9C8VF26F+X4,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.08261,,,,,S00148480,3.0,S14000075,Dundee Central,,
DD1 1EZ,No,56.462429,-2.977393,339870.0,730460.0,NO398304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1979-05-01,,,,,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098440,1414,8,0,2024-12-20,Dundee,0.761576,DD,DD1,Scotland,Scottish Water,9C8VF26F+X2,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.08528,,,,,S00148480,3.0,S14000075,Dundee Central,,
DD1 1FA,Yes,56.460223,-2.975555,339980.0,730213.0,NO399302,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2017-12-01,,,,,,,City Centre - 05,Large urban area,Scotland,18.0,,S01007705,,S02001448,City Centre,,S00099539,1414,1,0,2024-12-20,Dundee,0.493443,DD,DD1,Scotland,Scottish Water,9C8VF26F+3Q,,,Dundee,Eastern Scotland,Angus and Dundee City,9059105999,0.813707,,,,,S00148500,3.0,S14000075,Dundee Central,,North Lindsay Street
DD1 1HA,Yes,56.46355,-2.972947,340146.0,730581.0,NO401305,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2016-08-01,,,,,,,City Centre - 05,Large urban area,Scotland,22.0,,S01007705,,S02001448,City Centre,,S00098442,1414,1,0,2024-12-20,Dundee,0.791865,DD,DD1,Scotland,Scottish Water,9C8VF27G+CR,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059086615,9059104087",1.13123,,,,,S00148458,3.0,S14000075,Dundee Central,,Irvine's Square
DD1 1HB,No,56.462616,-2.976424,339930.0,730480.0,NO399304,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1973-08-01,1992-07-01,,,,,,City Centre - 05,Large urban area,Scotland,23.0,,S01007705,,S02001448,City Centre,,S00098440,1414,8,1,2024-12-20,Dundee,0.752459,DD,DD1,Scotland,Scottish Water,9C8VF27F+2C,,,Dundee,Eastern Scotland,Angus and Dundee City,,1.08905,,,,,S00148480,3.0,S14000075,Dundee Central,,
