Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021,IMD decile,Constituency Code 2024,Constituency Name 2024,Property Type,Roads
DD4 9BN,Yes,56.480408,-2.959979,340971.0,732446.0,NO409324,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,64.0,28.0,,Baxter Park - 04,Large urban area,Scotland,87.0,,S01007736,,S02001453,Baxter Park,,S00099191,4883,1,0,2024-12-20,Dundee,2.74574,DD,DD4,Scotland,Scottish Water,9C8VF2JR+52,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059007676,9059007679,9059010732,9059012937,9059012941,9059020314,9059022547,9059022554,9059024967,9059031326,9059032037,9059037299,9059038588,9059038592,9059038723,9059038727,9059039571,9059043045,9059043047,9059044087,9059044091,9059046809,9059051639,9059053045,9059068516,9059069923,9059069926,9059070868",2.74432,,,,,S00147622,7.0,S14000075,Dundee Central,,Mains Drive
DD4 9BP,Yes,56.480794,-2.960038,340968.0,732489.0,NO409324,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,42.0,16.0,,Caird Park - 01,Large urban area,Scotland,84.0,,S01007807,,S02001465,Caird Park,,S00099674,4361,1,0,2024-12-20,Dundee,2.78639,DD,DD4,Scotland,Scottish Water,9C8VF2JQ+8X,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005346,9059018802,9059020496,9059021968,9059022391,9059022760,9059024104,9059024646,9059024775,9059025764,9059026086,9059026395,9059028137,9059030228,9059033773,9059038323",2.78734,,,,,S00147622,7.0,S14000075,Dundee Central,,Kingsway
DD4 9BQ,Yes,56.480777,-2.966857,340548.0,732493.0,NO405324,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,63.0,32.0,,The Glens - 01,Large urban area,Scotland,93.0,,S01007720,,S02001451,The Glens,,S00099188,2085,1,0,2024-12-20,Dundee,2.71204,DD,DD4,Scotland,Scottish Water,9C8VF2JM+87,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005143,9059005144,9059005483,9059005484,9059013848,9059013849,9059018043,9059018054,9059028635,9059028636,9059034816,9059034817,9059034818,9059034819,9059034820,9059034821,9059034823,9059034824,9059034825,9059034826,9059034827,9059034828,9059034829,9059034830,9059034831,9059034832,9059034834,9059034835,9059034836,9059034837,9059034838,9059034839,9059034840,9059034841,9059034842,9059034843,9059034844,9059035114,9059040473,9059064065",2.90216,,,,,S00147713,3.0,S14000075,Dundee Central,,Kerrsview Terrace
DD4 9BR,Yes,56.481244,-2.963361,340764.0,732542.0,NO407325,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,10.0,5.0,,The Glens - 01,Large urban area,Scotland,87.0,,S01007720,,S02001451,The Glens,,S00099193,2085,1,0,2024-12-20,Dundee,2.79259,DD,DD4,Scotland,Scottish Water,9C8VF2JP+FM,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059039290,9059042327,9059042507,9059043343,9059043581,9059043769,9059048336",2.89318,,,,,S00147675,3.0,S14000075,Dundee Central,,Kingsway
DD4 9BS,Yes,56.481785,-2.951425,341500.0,732592.0,NO414325,,Dundee City,East End,S12000042,S13002551,Scotland,S99999999,1980-01-01,,,,28.0,13.0,,Caird Park - 01,Large urban area,Scotland,69.0,,S01007807,,S02001465,Caird Park,,S00099674,4361,1,0,2024-12-20,Dundee,3.06189,DD,DD4,Scotland,Scottish Water,9C8VF2JX+PC,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002102,9059002756,9059009072,9059010463,9059011550,9059015873,9059016922,9059032927,9059033576,9059040254,9059046962,9059047355,9059055795,9059059584,9059066531,9059066785,9059087600,9059087601,9059091987,9059096630,9059099536,9059105472,10025424553",2.74784,,,,,S00147622,7.0,S14000075,Dundee Central,,"A929,Afton Way,Alloway Place West,Honeygreen Road"
DD4 9BT,Yes,56.488868,-2.950969,341539.0,733380.0,NO415333,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,2003-04-01,,,,0.0,0.0,,Fintry - 07,Large urban area,Scotland,58.0,,S01007797,,S02001463,Fintry,,S00099194,144,1,0,2024-12-20,Dundee,3.80628,DD,DD4,Scotland,Scottish Water,9C8VF2QX+GJ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059029445,9059101354",3.51101,,,,,S00147530,1.0,S14000066,Arbroath and Broughty Ferry,,A929
DD4 9BU,Yes,56.49233,-2.962359,340843.0,733775.0,NO408337,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,14.0,4.0,,Caird Park - 01,Large urban area,Scotland,62.0,,S01007807,,S02001465,Caird Park,,S00099687,4361,1,0,2024-12-20,Dundee,4.01948,DD,DD4,Scotland,Scottish Water,9C8VF2RQ+W3,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059075050,9059075051,9059075052,9059075053,9059075054",4.08273,,,,,S00147412,7.0,S14000066,Arbroath and Broughty Ferry,,Mansion Drive
DD4 9BW,Yes,56.480083,-2.960101,340963.0,732410.0,NO409324,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,78.0,36.0,,Baxter Park - 04,Large urban area,Scotland,90.0,,S01007736,,S02001453,Baxter Park,,S00099192,4883,1,0,2024-12-20,Dundee,2.70891,DD,DD4,Scotland,Scottish Water,9C8VF2JQ+2X,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059003169,9059003175,9059005782,9059005786,9059007161,9059007162,9059007903,9059007907,9059008735,9059008738,9059016769,9059016774,9059017554,9059017558,9059019831,9059019832,9059027316,9059027319,9059034517,9059034518,9059034651,9059034681,9059041296,9059041298,9059045925,9059045929,9059047120,9059047122,9059048815,9059048821,9059055404,9059055407,9059060311,9059060313,9059063311,9059063313,9059067138,9059067223,9059071639,9059071642,9059083026,9059083029,9059097203,9059097244",2.71103,,,,,S00147732,7.0,S14000075,Dundee Central,,"Kerrsview Terrace,Mains Drive"
DD4 9BX,Yes,56.484454,-2.958348,341078.0,732895.0,NO410328,,Dundee City,Strathmartine,S12000042,S13002545,Scotland,S99999999,1980-01-01,,,,8.0,3.0,,Caird Park - 01,Large urban area,Scotland,71.0,,S01007807,,S02001465,Caird Park,,S00099674,4361,1,0,2024-12-20,Dundee,3.2061,DD,DD4,Scotland,Scottish Water,9C8VF2MR+QM,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059020545,9059025052,9059035738,9059066919,9059084897,9059085132,9059085547,9059088937,9059088938,9059090514,9059091373,9059098725,9059101210,9059101677,9059102457,9059102770,9059102771,9059102991,9059106671,9059106790,9059106802,9059106846,9059108120,9059108192,9059110650,10025393859,10025394016,10025394581",3.15681,,,,,S00147622,7.0,S14000075,Dundee Central,,Mains Loan
DD4 9BY,Yes,56.491141,-2.962674,340822.0,733643.0,NO408336,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,1.0,1.0,,Fintry - 08,Large urban area,Scotland,59.0,,S01007798,,S02001463,Fintry,,S00099682,4542,1,0,2024-12-20,Dundee,3.88596,DD,DD4,Scotland,Scottish Water,9C8VF2RP+FW,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059030311,9059030332,9059075301,9059078542,9059078773,9059081721,9059096697,9059098378,9059104488,9059104489,9059104490,9059104491,9059105834,9059105835,9059105836,9059105837",3.95869,,,,,S00147374,7.0,S14000066,Arbroath and Broughty Ferry,,"Barns Of Claverhouse Road,Claverhouse Old Road"
DD4 9BZ,No,56.491948,-2.964006,340741.0,733734.0,NO407337,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,2003-03-01,,,,,,Caird Park - 01,Large urban area,Scotland,59.0,,S01007807,,S02001465,Caird Park,,S00099686,4361,1,0,2024-12-20,Dundee,3.96489,DD,DD4,Scotland,Scottish Water,9C8VF2RP+Q9,,,Dundee,Eastern Scotland,Angus and Dundee City,,4.06932,,,,,S00147454,7.0,S14000066,Arbroath and Broughty Ferry,,
DD4 9DA,No,56.492385,-2.960948,340930.0,733780.0,NO409337,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,1995-12-01,,,,,,Caird Park - 01,Large urban area,Scotland,63.0,,S01007807,,S02001465,Caird Park,,S00099687,4361,8,0,2024-12-20,Dundee,4.03812,DD,DD4,Scotland,Scottish Water,9C8VF2RQ+XJ,,,Dundee,Eastern Scotland,Angus and Dundee City,,4.06457,,,,,S00147412,7.0,S14000066,Arbroath and Broughty Ferry,,
DD4 9DB,Yes,56.493582,-2.960686,340948.0,733913.0,NO409339,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,116.0,42.0,,Fintry - 06,Large urban area,Scotland,69.0,,S01007796,,S02001463,Fintry,,S00099397,1909,1,0,2024-12-20,Dundee,4.17202,DD,DD4,Scotland,Scottish Water,9C8VF2VQ+CP,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059000010,9059001810,9059002312,9059003910,9059009009,9059010109,9059012673,9059015414,9059016520,9059019591,9059020791,9059022924,9059023591,9059024109,9059024521,9059025076,9059026563,9059028708,9059031414,9059034270,9059035817,9059036881,9059038140,9059040755,9059040934,9059042277,9059043768,9059043775,9059045463,9059049392,9059052190,9059052547,9059055901,9059058209,9059059502,9059060374,9059060960,9059065978,9059067648,9059069171,9059076474,9059083230,9059090091,9059090092,9059090093,9059090094,9059090095,9059090096,9059090097,9059090098,9059093109,9059093110,9059093111,9059093112,9059093113,9059093114,9059093115,9059093116,9059093117,9059093118,9059093119,9059093120,9059093121,9059093123,9059093124,9059093125,9059093126,9059093127,9059093128,9059093129,9059093130,9059093131,9059093132,9059093133,9059098265,9059098370,9059110696,9059110698,9059110703,10025284292",4.19038,,,,,S00147405,3.0,S14000066,Arbroath and Broughty Ferry,,Barns Of Claverhouse Road
DD4 9DD,Yes,56.492511,-2.963257,340788.0,733796.0,NO407337,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,88.0,31.0,,Caird Park - 01,Large urban area,Scotland,63.0,,S01007807,,S02001465,Caird Park,,S00099687,4361,1,0,2024-12-20,Dundee,4.03237,DD,DD4,Scotland,Scottish Water,9C8VF2VP+2M,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059003379,9059004891,9059007904,9059013082,9059022195,9059026982,9059028387,9059029758,9059032130,9059037298,9059038884,9059039570,9059041001,9059043498,9059052077,9059052399,9059052888,9059053580,9059053702,9059053703,9059053704,9059053705,9059055940,9059059892,9059061050,9059063510,9059073234,9059074854,9059074866,9059074871,9059083362,9059087425,9059087426,9059087427,9059087688,9059092800,9059092801,9059092802,9059092803,9059092804,9059092805,9059092806,9059092807,9059092809,9059097249,9059098373,9059101654,9059103061,9059103157,9059108219,9059110761,10025279448,10025425033",4.11779,,,,,S00147412,7.0,S14000066,Arbroath and Broughty Ferry,,"Claverhouse Old Road,Claverhouse Road,Mansion Drive,Trottick Mains"
DD4 9DE,Yes,56.492774,-2.96302,340803.0,733825.0,NO408338,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,37.0,13.0,,Caird Park - 01,Large urban area,Scotland,64.0,,S01007807,,S02001465,Caird Park,,S00099687,4361,1,0,2024-12-20,Dundee,4.06315,DD,DD4,Scotland,Scottish Water,9C8VF2VP+4Q,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001811,9059020511,9059020512,9059020514,9059020515,9059020516,9059020517,9059022691,9059023778,9059039512,9059041946,9059060173,9059063105,9059083033,9059098372,10024867908",4.14236,,,,,S00147412,7.0,S14000066,Arbroath and Broughty Ferry,,
DD4 9DF,Yes,56.493189,-2.963973,340745.0,733872.0,NO407338,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,82.0,27.0,,Fintry - 08,Large urban area,Scotland,64.0,,S01007798,,S02001463,Fintry,,S00099685,4542,1,0,2024-12-20,Dundee,4.10218,DD,DD4,Scotland,Scottish Water,9C8VF2VP+7C,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002195,9059003317,9059004230,9059004819,9059006622,9059007812,9059012304,9059012305,9059012306,9059016073,9059020242,9059024647,9059025199,9059028707,9059029677,9059032700,9059037654,9059038217,9059038734,9059040933,9059043431,9059047440,9059050751,9059055799,9059059216,9059059833,9059061495,9059063441,9059068104",4.20384,,,,,S00147426,7.0,S14000066,Arbroath and Broughty Ferry,,
DD4 9DG,Yes,56.493879,-2.963016,340805.0,733948.0,NO408339,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,9.0,3.0,,Caird Park - 01,Large urban area,Scotland,66.0,,S01007807,,S02001465,Caird Park,,S00099687,4361,1,0,2024-12-20,Dundee,4.18505,DD,DD4,Scotland,Scottish Water,9C8VF2VP+HQ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002646,9059012328,9059016987,9059092810,9059092811,9059092812,9059092813,9059092814,9059092815,9059092816,9059092817,9059092818,9059092819,9059092820,9059092821,9059092822,9059092823,9059092824,9059092825,9059092826,9059092827,9059092828,9059092829,9059092830,9059092831,9059092832,9059092833,9059092834,9059092835,9059092836,9059092837,9059092838,9059092839,9059092840,9059096167",4.26257,,,,,S00147412,7.0,S14000066,Arbroath and Broughty Ferry,,Mansion Drive
DD4 9DH,Yes,56.491896,-2.962641,340825.0,733727.0,NO408337,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1995-12-01,,,,106.0,45.0,,Caird Park - 01,Large urban area,Scotland,59.0,,S01007807,,S02001465,Caird Park,,S00099686,4361,1,0,2024-12-20,Dundee,3.96937,DD,DD4,Scotland,Scottish Water,9C8VF2RP+QW,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059003706,9059003707,9059003708,9059003710,9059003711,9059010914,9059010925,9059010936,9059010947,9059010957,9059010968,9059010977,9059010989,9059010999,9059011009,9059011018,9059011028,9059011039,9059011050,9059011059,9059011070,9059011081,9059011093,9059011104,9059011114,9059011124,9059011132,9059011141,9059011152,9059011163,9059011172,9059011183,9059011194,9059011205,9059011216,9059011227,9059011238,9059046968,9059046970,9059064107,9059064117,9059064128,9059064139,9059064148,9059064159,9059064170,9059064179,9059064190,9059078537,9059081730,9059097888,9059097903,9059098294,9059098705,9059099575,9059111437,10015426663,10025282289",4.04031,,,,,S00147454,7.0,S14000066,Arbroath and Broughty Ferry,,"Barns Of Claverhouse Road,Claverhouse Road,Heron Rise,John Grahame Avenue"
DD4 9DJ,Yes,56.492496,-2.959408,341025.0,733791.0,NO410337,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,11.0,5.0,,Caird Park - 01,Large urban area,Scotland,64.0,,S01007807,,S02001465,Caird Park,,S00099675,4361,1,0,2024-12-20,Dundee,4.06607,DD,DD4,Scotland,Scottish Water,9C8VF2RR+X6,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059000152,9059016074,9059040529,9059041517,9059060671,9059063107,9059063108,9059078539",4.0503,,,,,S00147448,7.0,S14000066,Arbroath and Broughty Ferry,,Barns Of Claverhouse Road
DD4 9DL,Yes,56.491434,-2.972325,340228.0,733684.0,NO402336,,Dundee City,Strathmartine,S12000042,S13002545,Scotland,S99999999,1980-01-01,,,,10.0,5.0,,Fintry - 08,Large urban area,Scotland,66.0,,S01007798,,S02001463,Fintry,,S00099682,4542,1,0,2024-12-20,Dundee,3.88369,DD,DD4,Scotland,Scottish Water,9C8VF2RH+H3,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002267,9059028272,9059028273,9059043256,9059043257,9059043258,9059074916,9059097021",4.15571,,,,,S00147374,7.0,S14000075,Dundee Central,,Claverhouse Road
DD4 9DN,Yes,56.492019,-2.971057,340307.0,733748.0,NO403337,,Dundee City,Strathmartine,S12000042,S13002545,Scotland,S99999999,1980-01-01,,,,29.0,16.0,,Fintry - 08,Large urban area,Scotland,63.0,,S01007798,,S02001463,Fintry,,S00099682,4542,1,0,2024-12-20,Dundee,3.9481,DD,DD4,Scotland,Scottish Water,9C8VF2RH+RH,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001092,9059006081,9059007311,9059011684,9059016625,9059017072,9059018011,9059032129,9059039966,9059041876,9059042325,9059052601,9059058009,9059061772,9059067709,9059068855,9059069922,9059069925,9059076083,9059093868,9059093869,9059093870,9059093871,9059093872,9059093873,9059105468,9059105986",4.19769,,,,,S00147374,7.0,S14000075,Dundee Central,,Trottick Mains
DD4 9DP,No,56.493774,-2.972986,340191.0,733945.0,NO401339,,Dundee City,Strathmartine,S12000042,S13002545,Scotland,S99999999,1980-01-01,2002-03-01,,,,,,Fintry - 08,Large urban area,Scotland,72.0,,S01007798,,S02001463,Fintry,,S00099684,4542,1,0,2024-12-20,Dundee,4.14454,DD,DD4,Scotland,Scottish Water,9C8VF2VG+GR,,,Dundee,Eastern Scotland,Angus and Dundee City,,4.42173,,,,,S00147393,7.0,S14000075,Dundee Central,,
DD4 9DQ,Yes,56.492675,-2.965259,340665.0,733816.0,NO406338,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,111.0,39.0,,Fintry - 08,Large urban area,Scotland,62.0,,S01007798,,S02001463,Fintry,,S00099683,4542,1,0,2024-12-20,Dundee,4.03751,DD,DD4,Scotland,Scottish Water,9C8VF2VM+3V,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001119,9059006468,9059012168,9059012265,9059012463,9059015412,9059016072,9059017564,9059018084,9059018242,9059019915,9059021880,9059022082,9059022437,9059022689,9059022922,9059031535,9059031911,9059037227,9059037476,9059037743,9059037924,9059043146,9059043770,9059048168,9059048622,9059051070,9059051990,9059055651,9059062948,9059062949,9059063104,9059063767,9059066239,9059066381,9059068744,9059069279,9059070888,9059083032,9059098371",4.1699,,,,,S00147433,7.0,S14000066,Arbroath and Broughty Ferry,,
DD4 9DR,No,56.493572,-2.972347,340230.0,733922.0,NO402339,,Dundee City,Strathmartine,S12000042,S13002545,Scotland,S99999999,1980-01-01,2002-03-01,,,,,,Fintry - 08,Large urban area,Scotland,69.0,,S01007798,,S02001463,Fintry,,S00099684,4542,1,0,2024-12-20,Dundee,4.12125,DD,DD4,Scotland,Scottish Water,9C8VF2VH+C3,,,Dundee,Eastern Scotland,Angus and Dundee City,,4.38881,,,,,S00147393,7.0,S14000075,Dundee Central,,
DD4 9DS,Yes,56.488129,-2.947848,341730.0,733295.0,NO417332,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,86.0,36.0,,Fintry - 05,Large urban area,Scotland,56.0,,S01007795,,S02001463,Fintry,,S00099202,2226,1,0,2024-12-20,Dundee,3.79686,DD,DD4,Scotland,Scottish Water,9C8VF3Q2+7V,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059000902,9059000903,9059001066,9059001067,9059001068,9059001069,9059001070,9059004938,9059004940,9059004941,9059004942,9059004943,9059004944,9059004981,9059042172,9059042183,9059042194,9059042206,9059042217,9059042703,9059042967,9059042968,9059042970,9059042971,9059042972,9059042973,9059043048,9059052263,9059052274,9059052434,9059052445,9059052456,9059052467,9059052478,9059063615,9059063626,9059063634,9059063642,9059063652,9059063663,9059064303,9059068748,9059068749,9059068762,9059068763,9059068764,9059068765,9059068766,9059087456,9059097105",3.37717,,,,,S00147576,4.0,S14000066,Arbroath and Broughty Ferry,,"Finavon Street,Fintry Crescent"
DD4 9DT,Yes,56.488653,-2.947346,341762.0,733353.0,NO417333,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,11.0,4.0,,Fintry - 05,Large urban area,Scotland,61.0,,S01007795,,S02001463,Fintry,,S00099203,2226,1,0,2024-12-20,Dundee,3.86241,DD,DD4,Scotland,Scottish Water,9C8VF3Q3+F3,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001042,9059021637,9059029245,9059036652,9059039917,9059041884,9059050682,9059060269,9059063034",3.42562,,,,,S00147543,4.0,S14000066,Arbroath and Broughty Ferry,,Fintry Crescent
DD4 9DU,Yes,56.489258,-2.949294,341643.0,733422.0,NO416334,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,10.0,3.0,,Fintry - 05,Large urban area,Scotland,57.0,,S01007795,,S02001463,Fintry,,S00099204,2226,1,0,2024-12-20,Dundee,3.88168,DD,DD4,Scotland,Scottish Water,9C8VF3Q2+P7,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059000617,9059001040,9059001481,9059002868,9059003381,9059004004,9059005145,9059006714,9059018514,9059022197,9059032930,9059033366,9059042589,9059056801,9059057734,9059058299,9059058817,9059059162,9059060267,9059062362,9059066430,9059066783,9059067224,9059071454,9059080288,9059081556,9059082574,9059083102,9059091884,9059103275,9059104933,9059105231,9059105232,9059105233,9059105234,9059105235,9059105236,9059105237,9059105238,9059105239,9059105240,9059105241,9059105242,9059105243,9059105244,9059105245,9059105246,9059105247,9059105248,9059105249,9059105250,9059105251,9059105252,9059105253,9059105254,9059105255,9059105256,9059105257,9059105258,9059105259,9059105260,9059105261,9059105262,10025425191",3.52481,,,,,S00147514,4.0,S14000066,Arbroath and Broughty Ferry,,Finavon Street
DD4 9DW,No,56.493877,-2.973622,340152.0,733957.0,NO401339,,Dundee City,Strathmartine,S12000042,S13002545,Scotland,S99999999,1980-01-01,2002-03-01,,,,,,Fintry - 08,Large urban area,Scotland,72.0,,S01007798,,S02001463,Fintry,,S00099684,4542,1,0,2024-12-20,Dundee,4.15719,DD,DD4,Scotland,Scottish Water,9C8VF2VG+HH,,,Dundee,Eastern Scotland,Angus and Dundee City,,4.44382,,,,,S00147393,7.0,S14000075,Dundee Central,,
DD4 9DX,Yes,56.490024,-2.950186,341589.0,733508.0,NO415335,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,52.0,24.0,,Fintry - 06,Large urban area,Scotland,62.0,,S01007796,,S02001463,Fintry,,S00099394,1909,1,0,2024-12-20,Dundee,3.94338,DD,DD4,Scotland,Scottish Water,9C8VF2RX+2W,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059018244,9059018245,9059018267,9059018269,9059018271,9059018273,9059018276,9059020910,9059020911,9059020913,9059020914,9059020915,9059020916,9059020972,9059027165,9059027168,9059027169,9059027170,9059027171,9059027172,9059029071,9059030913,9059042681,9059044492,9059044493,9059044494,9059044495,9059044496,9059044497,9059044571,9059067481,9059086273,9059103260,9059103261",3.62344,,,,,S00147487,3.0,S14000066,Arbroath and Broughty Ferry,,"Finavon Street,Hebrides Drive"
DD4 9DY,Yes,56.490384,-2.948964,341665.0,733547.0,NO416335,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,92.0,32.0,,Fintry - 05,Large urban area,Scotland,64.0,,S01007795,,S02001463,Fintry,,S00099204,2226,1,0,2024-12-20,Dundee,4.00613,DD,DD4,Scotland,Scottish Water,9C8VF3R2+5C,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059007312,9059007315,9059021891,9059021911,9059029436,9059029438,9059029608,9059029611,9059029759,9059029761,9059030390,9059030394,9059032314,9059042184,9059042188,9059042693,9059042695,9059043248,9059043250,9059044097,9059044120,9059047704,9059047706,9059047708,9059047714,9059051640,9059056447,9059056449,9059066219,9059066222,9059070082,9059070083,9059083779,9059083812,9059105271,10024861900",3.64172,,,,,S00147514,4.0,S14000066,Arbroath and Broughty Ferry,,"Finavon Place,Finavon Street"
DD4 9DZ,Yes,56.489251,-2.947958,341725.0,733420.0,NO417334,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,83.0,33.0,,Fintry - 05,Large urban area,Scotland,63.0,,S01007795,,S02001463,Fintry,,S00099203,2226,1,0,2024-12-20,Dundee,3.91012,DD,DD4,Scotland,Scottish Water,9C8VF3Q2+PR,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002589,9059002591,9059002689,9059007906,9059007908,9059016027,9059016029,9059016521,9059016562,9059017073,9059017079,9059024703,9059024711,9059030788,9059030794,9059031385,9059032127,9059032138,9059033973,9059033978,9059035636,9059035639,9059036508,9059044399,9059044402,9059047643,9059047675,9059054248,9059054250,9059055708,9059055712,9059058300,9059062871,9059062875,9059066784,9059066791,9059097104,9059105268,9059105269,9059105270",3.50118,,,,,S00147543,4.0,S14000066,Arbroath and Broughty Ferry,,Finavon Place
DD4 9EA,Yes,56.491059,-2.950017,341601.0,733623.0,NO416336,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,54.0,24.0,,Fintry - 06,Large urban area,Scotland,64.0,,S01007796,,S02001463,Fintry,,S00099394,1909,1,0,2024-12-20,Dundee,4.05554,DD,DD4,Scotland,Scottish Water,9C8VF2RX+CX,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002100,9059002101,9059002138,9059002139,9059002140,9059002141,9059002142,9059014461,9059014462,9059014480,9059014481,9059014482,9059014483,9059014485,9059016925,9059017494,9059018177,9059025141,9059025142,9059025160,9059025161,9059025162,9059025163,9059025164,9059028637,9059041440,9059054406,9059054407,9059054424,9059054425,9059054426,9059054427,9059054428,9059097113,9059097131,9059105029,9059105263,9059105264,9059105265,9059105266,9059105267",3.73321,,,,,S00147487,3.0,S14000066,Arbroath and Broughty Ferry,,"A929,Finavon Street,Findhorn Street,Fintry Drive"
DD4 9EB,Yes,56.491033,-2.948607,341688.0,733619.0,NO416336,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,9.0,4.0,,Fintry - 05,Large urban area,Scotland,66.0,,S01007795,,S02001463,Fintry,,S00099679,2226,1,0,2024-12-20,Dundee,4.0814,DD,DD4,Scotland,Scottish Water,9C8VF3R2+CH,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059003294,9059003316,9059003318,9059003911,9059007731,9059014463,9059016522,9059016525,9059029767,9059034519,9059034662,9059050347,9059059163,9059059593,9059060559,9059078934,9059105220,9059105221,9059105222,9059105223,9059105224,9059105225,9059105226,9059105227,9059105228,9059105229,9059105230,9059105929,10025425036",3.70626,,,,,S00147489,4.0,S14000066,Arbroath and Broughty Ferry,,"Findhorn Place,Fintry Drive"
DD4 9ED,Yes,56.490098,-2.947593,341749.0,733514.0,NO417335,,Dundee City,North East,S12000042,S13002830,Scotland,S99999999,1980-01-01,,,,96.0,38.0,,Fintry - 05,Large urban area,Scotland,65.0,,S01007795,,S02001463,Fintry,,S00099679,2226,1,0,2024-12-20,Dundee,4.00594,DD,DD4,Scotland,Scottish Water,9C8VF3R2+2X,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059001490,9059001495,9059003058,9059004521,9059004524,9059005783,9059005787,9059008408,9059008410,9059010322,9059010469,9059011689,9059011691,9059011800,9059011802,9059012464,9059014221,9059014226,9059016020,9059016022,9059023020,9059023501,9059024482,9059030546,9059030550,9059032774,9059033277,9059035907,9059035911,9059039433,9059039915,9059039918,9059040712,9059040715,9059059164,9059059167,9059060926,9059060959,9059069519,9059069927,9059072973,9059072995,9059097110,9059105216,9059105217,9059105218,9059105219,10025314163",3.58713,,,,,S00147489,4.0,S14000066,Arbroath and Broughty Ferry,,"Finavon Terrace,Findcastle Terrace"
