Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021,IMD decile,Constituency Code 2024,Constituency Name 2024,Property Type,Roads,Affluence Score
DD1 4AF,Yes,56.459618,-2.97025,340306.0,730141.0,NO403301,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,28.0,14.0,,City Centre - 06,Large urban area,Scotland,17.0,,S01007706,,S02001448,City Centre,,S00098463,4424,1,0,2024-12-20,Dundee,0.352596,DD,DD1,Scotland,Scottish Water,9C8VF25H+RW,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005420,9059020338,9059020427,9059020463,9059025424,9059025426,9059031335,9059045982,9059045997,9059049561,9059056803,9059069708,9059075160,9059075161,9059075668,9059075670,9059075671,9059075672,9059075673,9059075674,9059075676,9059075677,9059075678,9059075680,9059075681,9059075682,9059075683,9059075685,9059075686,9059075687,9059075688,9059075689,9059075690,9059075691,9059075692,9059075693,9059075695,9059075696,9059075697,9059075698,9059079921,9059090676,9059090677,9059090722,9059098639,9059098640,9059099876,9059099877,9059102739,9059102740,9059102789,9059102839,9059105015,9059105016,9059106352,9059106587,9059106588,9059107174,9059107175",0.657087,,,,,S00148565,7.0,S14000075,Dundee Central,,Whitehall Street,0.35926839889679196
DD1 4AG,Yes,56.4593,-2.97079,340272.0,730106.0,NO402301,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,2009-09-01,,,,57.0,28.0,,City Centre - 06,Large urban area,Scotland,18.0,,S01007706,,S02001448,City Centre,,S00098463,4424,1,0,2024-12-20,Dundee,0.313388,DD,DD1,Scotland,Scottish Water,9C8VF25H+PM,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059100944,9059100945,9059100946,9059100947,9059100948,9059100949,9059100950,9059100951,9059100952,9059100953,9059100954,9059100955,9059100956,9059100957,9059100958,9059100959,9059100960,9059100961,9059100962,9059100963,9059100964,9059100965,9059100966,9059100967,9059100968,9059100969,9059100970,9059100971,9059100972",0.631712,,,,,S00148565,7.0,S14000075,Dundee Central,,Couttie's Wynd,0.35926839889679196
DD1 4AR,Yes,56.459125,-2.970168,340310.0,730086.0,NO403300,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,31.0,17.0,,City Centre - 06,Large urban area,Scotland,15.0,,S01007706,,S02001448,City Centre,,S00098463,4424,1,0,2024-12-20,Dundee,0.299745,DD,DD1,Scotland,Scottish Water,9C8VF25H+MW,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059013975,9059039524,9059059820,9059059845,9059069789,9059075700,9059075701,9059075702,9059075703,9059075704,9059075707,9059075711,9059075712,9059098644,9059098645,9059098646,9059098647,9059098648,9059098649,9059098650,9059098651,9059098652,9059098653,9059098654,9059098655,9059098656,9059098657,9059098658,9059098659,9059107091,9059107092,9059107969",0.602021,,,,,S00148565,7.0,S14000075,Dundee Central,,"Crichton Street,Whitehall Crescent",0.35926839889679196
DD1 4AU,Yes,56.459259,-2.969166,340372.0,730100.0,NO403301,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,63.0,34.0,,City Centre - 06,Large urban area,Scotland,14.0,,S01007706,,S02001448,City Centre,,S00098464,4424,1,0,2024-12-20,Dundee,0.332281,DD,DD1,Scotland,Scottish Water,9C8VF25J+P8,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059000001,9059005740,9059006645,9059011509,9059011510,9059016631,9059016632,9059016650,9059016651,9059016652,9059016653,9059016654,9059016655,9059016656,9059016657,9059016712,9059021385,9059021386,9059026634,9059075706,9059075713,9059075714,9059075715,9059075716,9059075717,9059075718,9059075719,9059075722,9059075723,9059075724,9059075725,9059075727,9059075728,9059075729,9059075730,9059075731,9059075733,9059075734,9059075735,9059075736,9059075737,9059075738,9059075743,9059079587,9059082636,9059097364,9059100696,9059100697,9059100698,9059100699,9059103997",0.599463,,,,,S00148576,7.0,S14000075,Dundee Central,,"Castle Street,Crichton Street,Dock Street,South Crichton Street,South Marketgait,Whitehall Crescent",0.35926839889679196
DD1 4BE,Yes,56.459005,-2.970603,340283.0,730073.0,NO402300,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,53.0,17.0,,City Centre - 06,Large urban area,Scotland,15.0,,S01007706,,S02001448,City Centre,,S00099572,4424,1,0,2024-12-20,Dundee,0.282003,DD,DD1,Scotland,Scottish Water,9C8VF25H+JQ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005849,9059005851,9059005852,9059030022,9059030568,9059043338,9059051708,9059051710,9059075949,9059075950,9059075951,9059075952,9059075954,9059075956,9059075957,9059075958,9059075959,9059075966,9059075967,9059075968,9059075969,9059075970,9059075971,9059075972,9059075973,9059075980,9059075981,9059075982,9059075983,9059075984,9059075987,9059075988,9059080377,9059080378,9059082254,9059082275,9059083835,9059083836,9059099573,9059101924,9059107967",0.596402,,,,,S00148578,7.0,S14000075,Dundee Central,,Union Street,0.35926839889679196
DD1 4BH,Yes,56.45927,-2.97113,340251.0,730103.0,NO402301,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,39.0,17.0,,City Centre - 06,Large urban area,Scotland,17.0,,S01007706,,S02001448,City Centre,,S00099571,4424,1,0,2024-12-20,Dundee,0.30905,DD,DD1,Scotland,Scottish Water,9C8VF25H+PG,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059007021,9059007022,9059007023,9059007025,9059007026,9059007058,9059007059,9059047652,9059047654,9059047715,9059048879,9059075937,9059075938,9059075939,9059075940,9059075941,9059075942,9059075943,9059075944,9059075945,9059075947,9059075948,9059080382,9059094292,9059100901,9059100902",0.634264,,,,,S00148570,7.0,S14000075,Dundee Central,,Union Street,0.35926839889679196
DD1 4BN,Yes,56.459016,-2.971403,340234.0,730075.0,NO402300,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,70.0,37.0,,City Centre - 06,Large urban area,Scotland,15.0,,S01007706,,S02001448,City Centre,,S00099571,4424,1,0,2024-12-20,Dundee,0.281055,DD,DD1,Scotland,Scottish Water,9C8VF25H+JC,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059026714,9059026715,9059026716,9059026717,9059026718,9059035234,9059037390,9059042093,9059042094,9059042095,9059042098,9059042099,9059042100,9059042101,9059042102,9059042103,9059042104,9059042105,9059042106,9059042107,9059042109,9059042110,9059042111,9059042112,9059042113,9059042114,9059067763,9059079887,9059080380,9059080381,9059080383,9059083167,9059083177,9059083187,9059083191,9059083201,9059083212,9059083223,9059083234,9059083254,9059083264,9059083275,9059083286,9059083294,9059083306,9059089478,9059089479,9059089480,9059089481,9059089482,9059089483,9059090723,10025423794",0.611287,,,,,S00148570,7.0,S14000075,Dundee Central,,Union Street,0.35926839889679196
DD1 4BS,Yes,56.458787,-2.97089,340265.0,730049.0,NO402300,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,36.0,14.0,,City Centre - 06,Large urban area,Scotland,13.0,,S01007706,,S02001448,City Centre,,S00099572,4424,1,0,2024-12-20,Dundee,0.256077,DD,DD1,Scotland,Scottish Water,9C8VF25H+GJ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059011170,9059033899,9059043176,9059043457,9059043542,9059063459,9059063460,9059070410,9059070411,9059075953,9059075960,9059075961,9059075962,9059075963,9059075964,9059075975,9059075976,9059075977,9059075978,9059075979,9059075989,9059075990,9059075991,9059075992,9059098012,9059098722,9059099526",0.577583,,,,,S00148578,7.0,S14000075,Dundee Central,,"Union Street,Yeaman Shore",0.35926839889679196
DD1 4BT,Yes,56.459089,-2.96908,340377.0,730081.0,NO403300,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,23.0,10.0,,City Centre - 06,Large urban area,Scotland,14.0,,S01007706,,S02001448,City Centre,,S00098464,4424,1,0,2024-12-20,Dundee,0.317,DD,DD1,Scotland,Scottish Water,9C8VF25J+J9,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059004910,9059004911,9059004912,9059004913,9059004914,9059004915,9059004916,9059004917,9059004918,9059004920,9059050370,9059057260,9059065143,9059106100,9059106101",0.579487,,,,,S00148576,7.0,S14000075,Dundee Central,,Dock Street,0.35926839889679196
DD1 4DH,Yes,56.457956,-2.974828,340021.0,729960.0,NO400299,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,62.0,19.0,,City Centre - 06,Large urban area,Scotland,16.0,,S01007706,,S02001448,City Centre,,S00098439,4424,1,0,2024-12-20,Dundee,0.275781,DD,DD1,Scotland,Scottish Water,9C8VF25G+53,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059000843,9059000844,9059000847,9059001965,9059001966,9059004374,9059004375,9059033052,9059033055,9059059004,9059063886,9059063887,9059063888,9059063889,9059063890,9059063892,9059063893,9059063894,9059063895,9059063896,9059063897,9059063898,9059063899,9059063900,9059063903,9059063904,9059063905,9059063914,9059087881",0.554508,,,,,S00148554,7.0,S14000075,Dundee Central,,Nethergate,0.35926839889679196
DD1 4DP,Yes,56.457344,-2.976127,339940.0,729893.0,NO399298,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,21.0,10.0,,Perth Road - 03,Large urban area,Scotland,18.0,,S01007691,,S02001446,Perth Road,,S00099566,3886,1,0,2024-12-20,Dundee,0.316792,DD,DD1,Scotland,Scottish Water,9C8VF24F+WG,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005293,9059005299,9059005300,9059005301,9059005307,9059005308,9059052080,9059052081,9059052083,9059052084,9059052085,9059052087,9059052088,9059052089,9059052090,9059052091,9059052093,9059052094,9059052095,9059061568,9059087884,9059087885,9059088030,9059088037,9059093015,9059103281",0.510118,,,,,S00148587,6.0,S14000075,Dundee Central,,Nethergate,0.4373639134852664
DD1 4DW,Yes,56.457528,-2.975661,339969.0,729913.0,NO399299,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,21.0,7.0,,Perth Road - 03,Large urban area,Scotland,17.0,,S01007691,,S02001446,Perth Road,,S00099566,3886,1,0,2024-12-20,Dundee,0.296958,DD,DD1,Scotland,Scottish Water,9C8VF25F+2P,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059005303,9059037808,9059038572,9059038617,9059038618,9059038619,9059038620,9059043408,9059048383,9059068963,9059068964,9059077713,9059087883,9059088987,9059088988,9059093700,9059093701,9059101150,9059101151,9059101152,9059101153,9059101154,10015439403",0.522173,,,,,S00148587,6.0,S14000075,Dundee Central,,"Nethergate,South Tay Street,Tay Square",0.4373639134852664
DD1 4EA,Yes,56.457743,-2.974486,340042.0,729936.0,NO400299,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,20.0,4.0,,City Centre - 06,Large urban area,Scotland,14.0,,S01007706,,S02001448,City Centre,,S00098439,4424,1,0,2024-12-20,Dundee,0.244944,DD,DD1,Scotland,Scottish Water,9C8VF25G+36,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059012195,9059022618,9059022629,9059022640,9059050374,9059071955,9059071976,9059085042,9059085327,9059088986,9059092168,9059092172,9059103171,9059104756,9059107383",0.525472,,,,,S00148554,7.0,S14000075,Dundee Central,,"Greenmarket,Nethergate",0.35926839889679196
DD1 4ED,Yes,56.45798,-2.974066,340068.0,729962.0,NO400299,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,5.0,3.0,,City Centre - 06,Large urban area,Scotland,13.0,,S01007706,,S02001448,City Centre,,S00098439,4424,1,0,2024-12-20,Dundee,0.241464,DD,DD1,Scotland,Scottish Water,9C8VF25G+59,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059004729,9059004901,9059004902,9059005215,9059005216,9059016112,9059050829,9059050840,9059050851,9059050861,9059050871,9059050882,9059050893,9059051000,9059087872,9059087873,9059100464,9059102891,9059102892",0.544083,,,,,S00148554,7.0,S14000075,Dundee Central,,Nethergate,0.35926839889679196
DD1 4EL,Yes,56.45873,-2.972463,340168.0,730044.0,NO401300,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,21.0,7.0,,City Centre - 06,Large urban area,Scotland,14.0,,S01007706,,S02001448,City Centre,,S00099572,4424,1,0,2024-12-20,Dundee,0.260715,DD,DD1,Scotland,Scottish Water,9C8VF25H+F2,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059011635,9059018750,9059023311,9059023312,9059023401,9059023411,9059031968,9059032083,9059038361,9059043961,9059048149,9059048777,9059048778,9059048779,9059085203,9059087893,9059087894,9059087895,9059088036,9059088989,9059088990,9059095288,9059095687,9059100267,9059103975,9059103976,9059103977,9059103978,9059105276,9059105277,9059105853,10024855994,10025423792",0.598293,,,,,S00148578,7.0,S14000075,Dundee Central,,"Nethergate,South Marketgait",0.35926839889679196
DD1 4EN,Yes,56.458988,-2.971625,340220.0,730072.0,NO402300,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1998-06-01,,,,27.0,20.0,,City Centre - 06,Large urban area,Scotland,15.0,,S01007706,,S02001448,City Centre,,S00099572,4424,1,0,2024-12-20,Dundee,0.278875,DD,DD1,Scotland,Scottish Water,9C8VF25H+H9,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059026674,9059026675,9059026676,9059054880,9059054882,9059054883,9059054884,9059054885,9059054886,9059054887,9059054888,9059054891,9059054892,9059054893,9059054894,9059054895,9059054896,9059054897,9059054898,9059054899,9059054900",0.612038,,,,,S00148578,7.0,S14000075,Dundee Central,,Nethergate,0.35926839889679196
DD1 4ER,Yes,56.459074,-2.972021,340196.0,730082.0,NO401300,,Dundee City,Maryfield,S12000042,S13002549,Scotland,S99999999,1980-01-01,,,,15.0,6.0,,City Centre - 06,Large urban area,Scotland,15.0,,S01007706,,S02001448,City Centre,,S00099572,4424,1,0,2024-12-20,Dundee,0.291573,DD,DD1,Scotland,Scottish Water,9C8VF25H+J5,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059002614,9059002615,9059002616,9059002617,9059002618,9059002747,9059002748,9059003645,9059007258,9059008426,9059008427,9059008428,9059008433,9059020247,9059081906,9059084919,9059087686,9059087687,9059087875,9059087876,9059087877,9059087887,9059087888,9059087889,9059087890,9059087891,9059087892,9059087898,9059087900,9059087901,9059087902,9059087903,9059088028,9059088032,9059088035,9059088041,9059094039,9059099283,9059099572,9059102380,9059102381,9059102632,9059104090,9059105462",0.628174,,,,,S00148578,7.0,S14000075,Dundee Central,,"Nethergate,Yeaman Shore",0.35926839889679196
DD1 4HA,Yes,56.459267,-2.978448,339800.0,730109.0,NO397301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,7.0,3.0,,Perth Road - 03,Large urban area,Scotland,23.0,,S01007691,,S02001446,Perth Road,,S00099567,3886,1,0,2024-12-20,Dundee,0.541345,DD,DD1,Scotland,Scottish Water,9C8VF25C+PJ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059049422,9059049423,9059049424,9059049429,9059076166,9059076167,9059076169,9059076170,9059076171,9059076172,9059088717,9059105014,10025423795",0.759147,,,,,S00148569,6.0,S14000075,Dundee Central,,"Park Place,Riverside Drive,Temple Lane",0.4373639134852664
DD1 5EP,Yes,56.459333,-2.977979,339829.0,730116.0,NO398301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1980-01-01,,,,18.0,12.0,,Perth Road - 03,Large urban area,Scotland,21.0,,S01007691,,S02001446,Perth Road,,S00099507,3886,1,0,2024-12-20,Dundee,0.522353,DD,DD1,Scotland,Scottish Water,9C8VF25C+PR,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059028063,9059028064,9059028065,9059028066,9059028067,9059028068,9059028069,9059028070,9059028071,9059028073,9059028074,9059028075,9059028076,9059028077,9059028425,9059054354,9059054355,9059054356,9059069462,9059069469,9059069470,9059079612,9059096530,10015301654",0.758306,,,,,S00148532,6.0,S14000075,Dundee Central,,"South Tay Street,West Port",0.4373639134852664
DD1 5EQ,Yes,56.459312,-2.978417,339802.0,730114.0,NO398301,,Dundee City,West End,S12000042,S13002547,Scotland,S99999999,1996-12-01,,,,7.0,4.0,,Perth Road - 03,Large urban area,Scotland,23.0,,S01007691,,S02001446,Perth Road,,S00099567,3886,1,0,2024-12-20,Dundee,0.542658,DD,DD1,Scotland,Scottish Water,9C8VF25C+PJ,,,Dundee,Eastern Scotland,Angus and Dundee City,"9059053338,9059053339,9059053340,9059053529",0.763514,,,,,S00148569,6.0,S14000075,Dundee Central,,West Port,0.4373639134852664
